titre;date;genre;duree;realisateur;acteurs;nationalite;synopsis;distributeur;recompenses;date_sortie_dvd;box_office;budget;visa;note_presse;note_spectateurs;nombre_presse;nombre_spectateurs;url
Vaiana, la légende du bout du monde;16-nov-16;Animation, Famille;1h 47min;John Musker, Ron Clements;Cerise Calixte, Anthony Kavanagh, Adrien Antoine;américain;Il y a 3 000 ans, les plus grands marins du monde voyagèrent dans le vaste océan Pacifique, à la découverte des innombrables îles de l'Océanie. Mais pendant le millénaire qui suivit, ils cessèrent de voyager. Et personne ne sait pourquoi...Vaiana, la légende du bout du monde raconte l'aventure d'une jeune fille téméraire qui se lance dans un voyage audacieux pour accomplir la quête inachevée de ses ancêtres et sauver son peuple. Au cours de sa traversée du vaste océan, Vaiana va rencontrer Maui, un demi-dieu. Ensemble, ils vont accomplir un voyage épique riche d'action, de rencontres et d'épreuves... En accomplissant la quête inaboutie de ses ancêtres, Vaiana va découvrir la seule chose qu'elle a toujours cherchée : elle-même.;The Walt Disney Company France;7 nominations;05/04/2017;5 625 807 entrées;-;145439;3,6;4,2;27 critiques;10677 notes dont 675 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=225958.html
Raiponce;01-déc-10;Animation, Famille;1h 41min;Byron Howard, Nathan Greno;Maeva Méline, Romain Duris, Isabelle Adjani;américain;Lorsque Flynn Rider, le bandit le plus recherché du royaume, se réfugie dans une mystérieuse tour, il se retrouve pris en otage par Raiponce, une belle et téméraire jeune fille à l’impressionnante chevelure de 20 mètres de long, gardée prisonnière par Mère Gothel. L’étonnante geôlière de Flynn cherche un moyen de sortir de cette tour où elle est enfermée depuis des années. Elle passe alors un accord avec le séduisant brigand… C’est le début d’une aventure délirante bourrée d’action, d’humour et d'émotion, au cours de laquelle l’improbable duo va rencontrer un cheval super-flic, un caméléon à l’instinct de protection surdéveloppé, et une drôle de bande de malfaiteurs.;Walt Disney Studios Motion Pictures France;5 nominations;01/04/2011;3 151 958 entrées;260 000 000 $;127844;3,8;4,2;24 critiques;22878 notes dont 1655 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=135523.html
Le Cinquième élément;07-mai-97;Science fiction, Action;2h 06min;Luc Besson;Bruce Willis, Gary Oldman, Ian Holm;britannique;Au XXIII siècle, dans un univers étrange et coloré, où tout espoir de survie est impossible sans la découverte du cinquième élément, un héros affronte le mal pour sauver l'humanité.;Gaumont Buena Vista International (GBVI);5 prix et 8 nominations;09/10/2001;7 704 669 entrées;75 210 000 €;90813;3;4,2;5 critiques;64959 notes dont 1657 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=12302.html
Tel père, tel fils;25-déc-13;Drame;2h 01min;Hirokazu Kore-eda;Masaharu Fukuyama, Machiko Ono, Lily Franky;japonais;Ryoata, un architecte obsédé par la réussite professionnelle, forme avec sa jeune épouse et leur fils de 6 ans une famille idéale. Tous ses repères volent en éclats quand la maternité de l'hôpital où est né leur enfant leur apprend que deux nourrissons ont été échangés à la naissance : le garçon qu’il a élevé n’est pas le sien et leur fils biologique a grandi dans un milieu plus modeste…;Le Pacte;1 prix et 8 nominations;30/04/2014;387 594 entrées;-;138740;4;4,2;23 critiques;2900 notes dont 329 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=220765.html
Les Gardiens de la Galaxie;07-août-14;Science fiction, Action;2h 01min;James Gunn;Chris Pratt, Zoe Saldana, Dave Bautista;américain;Peter Quill est un aventurier traqué par tous les chasseurs de primes pour avoir volé un mystérieux globe convoité par le puissant Ronan, dont les agissements menacent l’univers tout entier. Lorsqu’il découvre le véritable pouvoir de ce globe et la menace qui pèse sur la galaxie, il conclut une alliance fragile avec quatre aliens disparates : Rocket, un raton laveur fin tireur, Groot, un humanoïde semblable à un arbre, l’énigmatique et mortelle Gamora, et Drax le Destructeur, qui ne rêve que de vengeance. En les ralliant à sa cause, il les convainc de livrer un ultime combat aussi désespéré soit-il pour sauver ce qui peut encore l’être …;The Walt Disney Company France;5 nominations;07/08/2014;2 323 759 entrées;170 000 000 $;139919;3,8;4,2;27 critiques;38983 notes dont 2516 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=196604.html
Le Monde de Charlie;02-janv-13;Comédie dramatique, Romance;1h 43min;Stephen Chbosky;Logan Lerman, Emma Watson, Ezra Miller;américain;"Au lycée où il vient d’arriver, on trouve Charlie bizarre. Sa sensibilité et ses goûts sont en décalage avec ceux de ses camarades de classe. Pour son prof de Lettres, c’est sans doute un prodige, pour les autres, c’est juste un ""loser"". En attendant, il reste en marge - jusqu’au jour où deux terminales, Patrick et la jolie Sam, le prennent sous leur aile. Grâce à eux, il va découvrir la musique, les fêtes, le sexe… pour Charlie, un nouveau monde s’offre à lui.";SND;1 prix et 2 nominations;15/05/2013;84 660 entrées;13,000,000 USD;135392;3,3;4,2;15 critiques;12659 notes dont 1250 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=182120.html
Blade Runner;15-sept-82;Science fiction;1h 57min;Ridley Scott;Harrison Ford, Rutger Hauer, Sean Young;américain;"Dans les dernières années du 20ème siècle, des milliers d'hommes et de femmes partent à la conquête de l'espace, fuyant les mégalopoles devenues insalubres. Sur les colonies, une nouvelle race d'esclaves voit le jour : les répliquants, des androïdes que rien ne peut distinguer de l'être humain. Los Angeles, 2019. Après avoir massacré un équipage et pris le contrôle d'un vaisseau, les répliquants de type Nexus 6, le modèle le plus perfectionné, sont désormais déclarés ""hors la loi"". Quatre d'entre eux parviennent cependant à s'échapper et à s'introduire dans Los Angeles. Un agent d'une unité spéciale, un blade-runner, est chargé de les éliminer. Selon la terminologie officielle, on ne parle pas d'exécution, mais de retrait...";Warner Bros. France;3 prix et 10 nominations;27/08/1997;2 132 201 entrées;28 000 000 $;56 146;3,8;4,2;5 critiques;28962 notes dont 1474 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=1975.html
Le Hobbit : la Désolation de Smaug;11-déc-13;Fantastique, Aventure;2h 41min;Peter Jackson;Martin Freeman, Richard Armitage, Ian McKellen;néo-zélandais;Les aventures de Bilbon Sacquet, paisible hobbit, qui sera entraîné, lui et une compagnie de Nains, par le magicien Gandalf pour récupérer le trésor détenu par le dragon Smaug. Au cours de ce périple, il mettra la main sur l'anneau de pouvoir que possédait Gollum...;Warner Bros. France;5 nominations;16/04/2014;4 701 246 entrées;225 000 000 $;138511;3,7;4,2;23 critiques;36759 notes dont 2425 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=186918.html
Los Olvidados (Pitié pour eux);27-août-01;Drame, Policier;1h 25min;Luis Buñuel;Ernesto Alonso, Jesús García, Roberto Cobo;mexicain;Dans une banlieue déshéritée de Mexico, El Jaïbo, échappé d’une maison de correction, retrouve sa bande. Ensemble, ils agressent un aveugle et dévalisent un cul-de-jatte. Mais El Jaïbo veut avant tout se venger de Julian, qu’il accuse de l’avoir dénoncé. Accompagné du jeune Pedro, El Jaïbo attire Julian dans un traquenard et le tue. Seul témoin du meurtre, Pedro va alors désespérément tenter de retrouver le droit chemin...;Films sans Frontières;1 prix et 4 nominations;27/08/2001;1 386 096 entrées;-;-;-;4,2;-;331 notes dont 38 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=1997.html
Un Sac De Billes;18-janv-17;Drame;1h 54min;Christian Duguay;Dorian Le Clech, Batyste Fleurial, Patrick Bruel;tchèque;Dans la France occupée, Maurice et Joseph, deux jeunes frères juifs livrés à eux-mêmes, font preuve d’une incroyable dose de malice, de courage et d’ingéniosité pour échapper à l’invasion ennemie et tenter de réunir leur famille à nouveau.;Gaumont Distribution;1 prix et 8 nominations;31/05/2017;1 282 764 entrées;-;132519;3,1;4,2;17 critiques;3866 notes dont 358 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=235620.html
La Saison des femmes;20-avr-16;Drame;1h 57min;Leena Yadav;Tannishtha Chatterjee, Radhika Apte, Surveen Chawla;indien;Inde, Etat du Gujarat, de nos jours. Dans un petit village, quatre femmes osent s'opposer aux hommes et aux traditions ancestrales qui les asservissent. Portées par leur amitié et leur désir de liberté, elles affrontent leurs démons, et rêvent d'amour et d'ailleurs.;Pyramide Distribution;-;20/09/2016;-;2 700 000 dollars;144233;3,7;4,2;12 critiques;642 notes dont 83 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=239929.html
The Chaser;18-mars-09;Thriller;2h 03min;Na Hong-jin;Yun-seok Kim, Ha Jung-Woo, Yeong-hie Seo;sud-coréen;Joong-ho, ancien flic devenu proxénète, reprend du service lorsqu'il se rend compte que ses filles disparaissent les unes après les autres. Très vite, il réalise qu'elles avaient toutes rencontré le même client, identifié par les derniers chiffres de son numéro de portable. Joong-ho se lance alors dans une chasse à l'homme, persuadé qu'il peut encore sauver Mi-jin, la dernière victime du tueur.;Haut et Court;1 prix et 3 nominations;01/09/2015;74 304 entrées;-;-;4,1;4,2;26 critiques;4403 notes dont 610 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=134711.html
Bienvenue à Gattaca;29-avr-98;Science fiction;1h 46min;Andrew Niccol;Ethan Hawke, Uma Thurman, Jude Law;américain;Dans un monde parfait, Gattaca est un centre d'études et de recherches spatiales pour des jeunes gens au patrimoine génétique impeccable. Jérôme, candidat idéal, voit sa vie détruite par un accident tandis que Vincent, enfant naturel, rêve de partir pour l'espace. Chacun des deux va permettre à l'autre d'obtenir ce qu'il souhaite en déjouant les lois de Gattaca.;-;2 prix et 7 nominations;11/12/2001;508 865 entrées;36 000 000 $;-;-;4,2;-;33504 notes dont 1485 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=17079.html
Avant toi;22-juin-16;Drame, Romance;1h 50min;Thea Sharrock;Emilia Clarke, Sam Claflin, Janet McTeer;britannique;"Une charmante petite ville de l'Angleterre rurale. Si elle est originale et artiste dans l'âme, Louisa ""Lou"" Clark, 26 ans, n'a aucune ambition particulière. Elle se contente d'enchaîner les boulots pour permettre à ses proches de joindre les deux bouts.Jeune et riche banquier, Will Traynor était un garçon plein d'audace et d'optimisme jusqu'à ce qu'il se retrouve paralysé, suite à un accident survenu deux ans plus tôt. Devenu cynique, il a renoncé à tout et n'est plus que l'ombre de lui-même.Autant dire que ces deux-là auraient pu ne jamais se rencontrer. Mais lorsque Lou accepte de travailler comme aide-soignante auprès de Will, elle est bien décidée à lui redonner goût à la vie. Et peu à peu, les deux jeunes gens s'éprennent passionnément l'un de l'autre. La force de leur amour pourra-t-elle survivre à leur destin qui semble inexorable ?";Warner Bros. France;-;01/12/2016;-;20.000.000$;144660;2,9;4,2;7 critiques;5281 notes dont 383 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=230327.html
Il était une fois la révolution;29-mars-72;Western, Guerre;2h 30min;Sergio Leone;James Coburn, Rod Steiger, Romolo Valli;italien;Mexique, 1913. Un pilleur de diligences, Juan Miranda, et un Irlandais, ancien membre de l'IRA spécialiste en explosifs, John Mallory, font connaissance. Juan a toujours rêvé de dévaliser la banque centrale de Mesa Verde et voit en John le complice idéal pour son braquage. Il fait chanter John afin de le persuader de s'associer à l'affaire.Tous deux se trouvent plongés en plein coeur de la tourmente de la révolution mexicaine, et Mesa Verde se révèle plus riche en prisonniers politiques qu'en lingots d'or. Malgré eux, les deux amis deviennent les héros d'une guerre qui n'est pas la leur...;Carlotta Films;-;04/03/2002;4 731 889 entrées;-;39711;4,3;4,2;3 critiques;6827 notes dont 365 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=398.html
Un Singe en hiver;11-mai-62;Comédie dramatique;1h 45min;Henri Verneuil;Jean-Paul Belmondo, Jean Gabin, Noël Roquevert;français;L'hôtelier d'une petite station balnéaire de Normandie a juré à sa femme de ne plus toucher à un verre d'alcool. C'était sans compter avec l'arrivée de Fouquet qui surgit avec la tentation...;Comacico;-;01/12/1999;2 126 581 entrées;-;25634;-;4,2;-;4650 notes dont 215 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=15876.html
La Vie des autres;31-janv-07;Drame, Thriller;2h 17min;Florian Henckel von Donnersmarck;Ulrich Mühe, Sebastian Koch, Martina Gedeck;allemand;Au début des années 1980, en Allemagne de l'Est, l'auteur à succès Georg Dreyman et sa compagne, l'actrice Christa-Maria Sieland, sont considérés comme faisant partie de l'élite des intellectuels de l'Etat communiste, même si, secrètement, ils n'adhèrent aux idées du parti.Le Ministère de la Culture commence à s'intéresser à Christa et dépêche un agent secret, nommé Wiesler, ayant pour mission de l'observer. Tandis qu'il progresse dans l'enquête, le couple d'intellectuels le fascine de plus en plus...;Océan Films;12 prix et 11 nominations;25/10/2007;1 592 196 entrées;2 000 000 $;-;4,4;4,2;24 critiques;20487 notes dont 1656 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=111643.html
La Voie de la justice;29-janv-20;Biopic, Drame;2h 17min;Destin Daniel Cretton;Michael B. Jordan, Jamie Foxx, Brie Larson;américain;Le combat historique du jeune avocat Bryan Stevenson.  Après ses études à l’université de Harvard, Bryan Stevenson aurait pu se lancer dans une carrière des plus lucratives. Il décide pourtant de se rendre en Alabama pour défendre ceux qui ont été condamnés à tort, avec le soutien d’une militante locale, Eva Ansley. Un de ses premiers cas - le plus incendiaire - est celui de Walter McMillian qui, en 1987, est condamné à mort pour le meurtre retentissant d’une jeune fille de 18 ans. Et ce en dépit d’un grand nombre de preuves attestant de son innocence et d’un unique témoignage à son encontre provenant d’un criminel aux motivations douteuses. Au fil des années, Bryan se retrouve empêtré dans un imbroglio de manœuvres juridiques et politiques. Il doit aussi faire face à un racisme manifeste et intransigeant alors qu’il se bat pour Walter et d’autres comme lui au sein d’un système hostile.;Warner Bros. France;-;03/06/2020;315 693 entrées;-;152118;3;4,2;18 critiques;3687 notes dont 220 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=239735.html
Pirates des Caraïbes : la Malédiction du Black Pearl;13-août-03;Action, Fantastique;2h 23min;Gore Verbinski;Johnny Depp, Geoffrey Rush, Keira Knightley;américain;Dans la mer des Caraïbes, au XVIIe siècle, Jack Sparrow, flibustier, voit sa vie idyllique basculer le jour où son ennemi, le perfide capitaine Barbossa, lui vole son bateau, le, puis attaque la ville de Port Royal, enlevant au passage la très belle fille du gouverneur, Elizabeth Swann. L'ami d'enfance de celle-ci, Will Turner, se joint à Jack pour se lancer aux trousses du capitaine.Mais Will ignore qu'une malédiction frappe Barbossa et ses pirates. Lorsque la lune brille, ils se transforment en morts-vivants. Leur terrible sort ne prendra fin que le jour où le fabuleux trésor qu'ils ont amassé sera restitué...;-;1 prix et 14 nominations;19/10/2005;3 809 276 entrées;$140,000,000;108377;3,5;4,2;12 critiques;83727 notes dont 3130 critiques;https://www.allocine.fr/film/fichefilm_gen_cfilm=46117.html
